0 0.54852 0.69158 0.65425 0.90647 0.92307 0.69725 0.67417 0.97975 0.67774 0.4006 0.61204 1.0102 0.69301 0.68892 0.78862 1.2242 0.62994 0.86114 0.86181 0.6209 0.74882 1.146 1.062 0.4264 0.90897 0.63654 0.87585 1.1266 0.61165 0.5883 0.71274 0.89866 1.1012 0.61143 0.88674 0.62686 0.44669 0.85993 0.85576 0.71917 0.7161 0.9372 0.93718
0.54852 0 0.52693 0.92457 1.0255 0.94576 0.88409 0.85281 1.1472 0.89902 0.59846 0.91061 1.187 0.91898 0.91626 0.81664 1.3132 0.72917 0.76183 1.1804 0.82666 0.99984 1.3426 1.0282 0.57248 0.82376 0.8166 1.1489 1.3727 0.89249 0.76429 0.75589 1.1671 1.4005 0.54112 0.8296 0.78817 0.54563 0.95412 1.0875 0.92659 0.75971 0.8734 1.2222
0.69158 0.52693 0 1.0178 0.98555 0.94108 1.0575 0.76431 1.0336 0.91134 0.77361 1.0786 1.3136 0.92709 0.92712 0.82701 1.1417 0.96087 1.0363 1.1956 0.86553 1.1054 1.3357 1.2366 0.62339 0.82585 0.89858 1.116 1.4856 0.86279 0.93452 0.79043 1.1844 1.3172 0.55396 0.77056 0.7675 0.73032 1.0485 1.0162 0.92361 1.0611 1.0694 1.2466
0.65425 0.92457 1.0178 0 1.1344 1.169 0.59875 0.89932 1.0102 1.0657 0.64422 0.96491 1.1876 0.95664 0.95615 0.80459 1.2933 0.9375 1.0992 0.89879 0.68218 1.1577 1.2328 1.1597 0.73296 1.1703 1.113 0.97869 1.1365 0.82708 0.61889 0.82872 1.1805 1.1404 0.85852 0.99475 0.53143 0.77762 1.2068 1.1967 0.99374 1.0186 0.82595 1.0086
0.90647 1.0255 0.98555 1.1344 0 1.196 1.1183 1.1667 1.2977 1.226 0.82332 1.1977 1.5781 1.133 1.1327 1.2532 1.466 1.2293 1.3984 1.3497 1.1493 1.379 1.505 1.4509 0.93557 1.3944 1.1871 1.3339 1.443 1.1389 1.0569 0.66805 1.2852 1.4298 1.1218 1.1346 1.113 1.0176 1.304 1.4108 1.0929 1.2011 1.3403 1.3355
0.92307 0.94576 0.94108 1.169 1.196 0 1.3308 0.93192 1.2501 1.2411 0.84254 1.1783 1.2515 1.1287 1.1273 1.1365 1.4504 1.1614 1.3102 1.3797 1.0821 1.2226 1.486 1.5783 0.86701 1.3239 1.2014 1.2564 1.4644 1.0355 1.123 1.0695 1.4226 1.307 0.95095 1.09 1.1737 1.1109 1.2635 1.201 1.1673 1.308 1.0195 1.4013
0.69725 0.88409 1.0575 0.59875 1.1183 1.3308 0 1.072 1.2072 1.0538 0.70034 1.0267 1.181 0.84066 0.83803 0.85061 1.3517 1.0875 1.2159 0.79598 0.94316 1.1907 1.3451 1.1486 0.94426 1.2873 0.96141 1.3394 1.3078 0.83733 0.72634 0.85232 1.0896 1.4969 0.88195 1.0578 0.7141 0.67819 0.9932 1.3343 1.0099 1.0745 1.0438 1.0275
0.67417 0.85281 0.76431 0.89932 1.1667 0.93192 1.072 0 0.66882 0.83894 0.81613 0.97321 1.1626 0.90053 0.89939 0.98888 1.2191 0.92339 1.0888 1.0215 0.90168 0.97941 1.1198 1.3123 0.60572 1.1917 0.87607 0.83851 1.4407 0.81701 1.0531 1.0142 1.1322 1.2485 0.80051 0.77913 0.87203 0.88286 1.0022 1.0163 1.061 1.0514 1.2432 1.0514
0.97975 1.1472 1.0336 1.0102 1.2977 1.2501 1.2072 0.66882 0 1.2768 1.1378 1.2055 1.4009 0.98908 0.99073 0.96554 0.89789 1.1517 1.2174 1.2135 1.2138 1.2735 1.0712 1.3791 0.90958 1.4682 1.3022 1.0201 1.6039 1.2695 1.2347 1.2421 1.3623 1.35 1.0767 1.0553 0.96545 1.134 1.3015 1.3282 1.3154 1.2265 1.414 1.3765
0.67774 0.89902 0.91134 1.0657 1.226 1.2411 1.0538 0.83894 1.2768 0 0.82881 0.91052 1.3786 0.9061 0.90468 1.1086 1.4679 0.84123 1.0642 1.0777 0.80381 0.81414 1.3057 1.3827 0.87157 1.0657 0.6282 1.128 1.4491 0.62918 1.0877 1.1168 1.044 1.2909 0.80861 1.11 0.98275 0.86278 0.96342 0.94789 1.0662 0.99758 1.2788 0.70276
0.4006 0.59846 0.77361 0.64422 0.82332 0.84254 0.70034 0.81613 1.1378 0.82881 0 0.81866 1.1112 0.84677 0.844 0.81978 1.3527 0.83638 1.0137 0.99342 0.58599 1.0095 1.2324 1.0518 0.49352 1.0483 0.80403 1.0391 1.1018 0.67218 0.58566 0.58374 1.0491 1.2566 0.71049 0.95266 0.77118 0.57408 1.033 1.0201 0.7588 0.87629 0.76131 0.87654
0.61204 0.91061 1.0786 0.96491 1.1977 1.1783 1.0267 0.97321 1.2055 0.91052 0.81866 0 1.3537 1.0029 1 1.1773 1.4403 0.89105 1.1161 1.1584 0.98117 0.38863 1.3563 1.2903 0.80143 1.138 0.93124 0.99453 1.3362 0.92445 0.88612 1.0763 1.1843 1.321 1.0588 1.1932 0.89745 0.88897 1.1789 1.0401 0.99205 0.93222 1.2276 1.2159
1.0102 1.187 1.3136 1.1876 1.5781 1.2515 1.181 1.1626 1.4009 1.3786 1.1112 1.3537 0 1.2388 1.2308 1.1689 1.6214 1.2407 1.3619 1.2359 1.2246 1.3897 1.5779 1.5068 1.135 1.4048 1.193 1.3866 1.5381 1.19 1.2374 1.2406 0.82822 1.587 1.143 1.3494 1.2374 1.1408 1.2205 1.3534 1.2687 1.3215 1.313 1.4693
0.69301 0.91898 0.92709 0.95664 1.133 1.1287 0.84066 0.90053 0.98908 0.9061 0.84677 1.0029 1.2388 0 0.010353 0.94848 1.2804 1.059 1.1902 0.92632 0.96318 1.0159 0.86985 1.2818 0.94057 1.175 0.89746 1.2439 1.3915 0.75863 0.93657 0.99993 1.0102 1.3067 0.71636 1.0848 0.79562 0.74376 0.87557 1.1123 1.0949 1.1636 1.1455 0.95409
0.68892 0.91626 0.92712 0.95615 1.1327 1.1273 0.83803 0.89939 0.99073 0.90468 0.844 1 1.2308 0.010353 0 0.94877 1.2827 1.0561 1.1877 0.92313 0.96293 1.0132 0.87054 1.28 0.93852 1.1736 0.89246 1.2433 1.3909 0.757 0.93441 0.99768 1.0037 1.3078 0.71596 1.0844 0.79649 0.74096 0.87251 1.1093 1.0912 1.1597 1.1454 0.95408
0.78862 0.81664 0.82701 0.80459 1.2532 1.1365 0.85061 0.98888 0.96554 1.1086 0.81978 1.1773 1.1689 0.94848 0.94877 0 0.78371 0.99751 1.0198 1.1582 0.83988 1.2633 1.392 1.1135 0.83661 1.1389 1.1322 1.2105 1.3152 1.0606 0.92522 1.0551 1.1596 1.3514 0.71964 1.1276 0.77009 0.80821 1.1565 1.3141 1.153 1.1084 0.85438 1.2075
1.2242 1.3132 1.1417 1.2933 1.466 1.4504 1.3517 1.2191 0.89789 1.4679 1.3527 1.4403 1.6214 1.2804 1.2827 0.78371 0 1.355 1.3851 1.4613 1.4159 1.487 1.6168 1.6192 1.2412 1.5925 1.5049 1.4131 1.7351 1.5248 1.4259 1.5011 1.5475 1.5661 1.2628 1.4198 1.1797 1.3215 1.5118 1.5649 1.4694 1.4353 1.5254 1.6549
0.62994 0.72917 0.96087 0.9375 1.2293 1.1614 1.0875 0.92339 1.1517 0.84123 0.83638 0.89105 1.2407 1.059 1.0561 0.99751 1.355 0 0.37467 1.1521 0.85757 0.95701 1.2834 1.2955 0.7637 0.92175 0.89888 0.89214 1.2811 1.0236 0.84951 1.1188 1.2313 1.154 0.86708 1.1546 0.92453 0.79081 1.1735 1.0258 1.0942 0.36156 1.0883 1.2076
0.86114 0.76183 1.0363 1.0992 1.3984 1.3102 1.2159 1.0888 1.2174 1.0642 1.0137 1.1161 1.3619 1.1902 1.1877 1.0198 1.3851 0.37467 0 1.3186 1.0414 1.1818 1.3394 1.25 0.92096 0.96858 1.0693 1.1115 1.4873 1.265 0.98383 1.2587 1.3993 1.3843 0.94879 1.2892 1.0711 0.93498 1.357 1.2328 1.2833 0.4304 1.1196 1.3937
0.86181 1.1804 1.1956 0.89879 1.3497 1.3797 0.79598 1.0215 1.2135 1.0777 0.99342 1.1584 1.2359 0.92632 0.92313 1.1582 1.4613 1.1521 1.3186 0 1.1288 1.2377 1.2994 1.3696 1.0983 1.3266 0.76615 1.2706 1.4579 0.84381 0.85265 1.2571 1.2026 1.4182 1.079 1.3761 1.038 0.92671 1.2452 1.3068 1.1838 1.1782 1.422 1.1413
0.6209 0.82666 0.86553 0.68218 1.1493 1.0821 0.94316 0.90168 1.2138 0.80381 0.58599 0.98117 1.2246 0.96318 0.96293 0.83988 1.4159 0.85757 1.0414 1.1288 0 1.0874 1.2466 1.1353 0.65967 0.82424 0.97146 0.82767 0.90086 0.6463 0.69504 0.88477 1.0938 1.102 0.7169 1.1102 0.70893 0.65746 1.1586 1.0327 0.99847 1.0451 0.72707 0.82701
0.74882 0.99984 1.1054 1.1577 1.379 1.2226 1.1907 0.97941 1.2735 0.81414 1.0095 0.38863 1.3897 1.0159 1.0132 1.2633 1.487 0.95701 1.1818 1.2377 1.0874 0 1.4426 1.464 0.95585 1.1497 0.91622 1.1083 1.5321 0.91628 1.1232 1.2552 1.1563 1.344 1.0419 1.2231 0.99593 1.0264 1.1223 1.0704 1.1741 1.0797 1.3651 1.2491
1.146 1.3426 1.3357 1.2328 1.505 1.486 1.3451 1.1198 1.0712 1.3057 1.2324 1.3563 1.5779 0.86985 0.87054 1.392 1.6168 1.2834 1.3394 1.2994 1.2466 1.4426 0 1.5381 1.2189 1.4637 1.3676 1.2496 1.6016 1.26 1.2396 1.337 1.4851 1.5953 1.2885 1.43 1.1915 1.2117 1.5191 1.1629 1.3049 1.3252 1.4517 1.1362
