0 0.77057 0.81919 0.72892 0.77438 0.85774 0.82703 1.0413 0.76534 0.93397 0.78217 0.72991 0.76534 0.82989 0.87758 0.76544 0.83739 1.1801 0.71128 0.73781 0.91321 0.80254 0.82294 0.78423 0.80663 0.91273 0.7189 0.76534 0.71557 0.74598 0.71071 0.91321 0.82703 0.80254 1.0757 0.85729 1.3129e-15 0.74598 1.0297 0.74558 0.77245 0.90719 0.71214 0.73654 0.74598 1.0143 0.76396 0.77245 0.82084 0.72506 0.91273 0.77245 0.69894 0.74486 0.90335 1.1345 0.82703 0.73405 0.79876 0.77057 0.72392 0.87967 0.8133 0.83871 0.90368 0.86897 0.91347 1.0827 0.91472 0.80254 0.82084 1.1152 0.73902 0.78509 1.0717 0.78177 0.87967 0.76973 0.78467 0.80817 0.76342 0.62059 0.71301 0.80235 0.77245 1.0604 0.80817 0.78865 0.8018 1.0867 0.78086 0.80165 0.82084 0.88055 0.8133 0.74486 0.77542 0.77681 0.87193 0.80663 0.80663 0.77057 0.72216 1.144 0.72792 0.7396 0.78865 0.78865 0.90335 0.83581 0.7837 0.77057 0.77681 1.7131e-15 0.74486 0.74486 0.74486 1.1211 0.79704 1.0302 0.85729 0.87193 0.77426 0.74486 0.95687 0.74486 0.72261 0.77308 0.74598 0.90719 0.8133 0.80817 0.71062 1.0886 0.76534 0.74598 1.0069 1.0988 0.84528 0.71875 0.84532 0.91347 0.91472 0.76544 1.059 0.76544 0.81539 0.72977 0.78883
0.77057 0 0.74714 0.64634 0.69175 0.77426 0.68424 1.0543 0.68884 0.91509 0.77144 0.31719 0.68884 0.79744 0.81547 0.66355 0.74854 1.1782 0.5743 0.090852 0.89614 0.72836 0.75081 0.77182 0.76262 0.90258 0.68077 0.68884 0.35791 0.63087 0.68414 0.89614 0.68424 0.72836 1.0577 0.81539 0.77057 0.63087 1.0238 0.6751 0.65745 0.86503 0.53189 0.69504 0.63087 0.99414 0.64281 0.65745 0.73694 0.32426 0.90258 0.65745 0.58901 0.56952 0.86538 1.1093 0.68424 0.66504 0.7481 1.0056e-15 0.59613 0.83894 0.76874 0.80651 0.82809 0.82829 0.88984 1.0747 0.88839 0.72836 0.73694 1.0999 0.65161 0.69868 1.0558 0.77529 0.83894 0.69744 0.7723 0.75816 0.68299 0.5963 0.61367 0.79405 0.65745 1.0422 0.75816 0.74047 0.79347 1.06 0.77553 0.74007 0.73694 0.8561 0.76874 0.56952 0.72961 0.74797 0.84779 0.76262 0.76262 1.0461e-15 0.5774 1.136 0.6568 0.60035 0.74047 0.74047 0.86538 0.82448 0.74988 8.8131e-16 0.74797 0.77057 0.56952 0.56952 0.56952 1.1082 0.71913 0.98505 0.81539 0.84779 0.75187 0.56952 0.9149 0.56952 0.54277 0.71075 0.63087 0.86503 0.76874 0.75816 0.68596 1.0791 0.68884 0.63087 0.99381 1.0793 0.83323 0.57785 0.83034 0.88984 0.88839 0.66355 1.0448 0.66355 0.79943 0.67626 0.75642
0.81919 0.74714 0 0.59931 0.7702 0.78116 0.80769 1.0466 0.76539 0.93482 0.76659 0.65962 0.76539 0.86262 0.4888 0.7523 0.49708 1.0731 0.65295 0.69369 0.91737 0.78911 0.808 0.78201 0.80844 0.9185 0.67192 0.76539 0.62552 0.73988 0.7065 0.91737 0.80769 0.78911 1.067 0.89537 0.81919 0.73988 1.027 0.69192 0.75291 0.90036 0.6167 0.6999 0.73988 0.65103 0.64492 0.75291 0.80039 0.64583 0.9185 0.75291 0.66914 0.70548 0.9054 1.0979 0.80769 0.65273 0.64439 0.74714 0.69856 0.88699 0.81805 0.68938 0.86207 0.75094 0.91151 1.093 0.91032 0.78911 0.80039 1.1422 0.60527 0.43843 1.0576 0.77157 0.88699 0.65749 0.78102 0.79797 0.73722 0.66598 0.56241 0.79282 0.75291 0.94716 0.79797 0.79481 0.79369 1.0388 0.77414 0.59685 0.80039 0.78413 0.81805 0.70548 0.78334 0.78666 0.90787 0.80844 0.80844 0.74714 0.64957 1.1424 0.72701 0.70905 0.79481 0.79481 0.9054 0.70657 0.67075 0.74714 0.78666 0.81919 0.70548 0.70548 0.70548 1.1236 0.78543 1.0447 0.89537 0.90787 0.7767 0.70548 0.94952 0.70548 0.6439 0.73618 0.73988 0.90036 0.81805 0.79797 0.70885 1.1727 0.76539 0.73988 0.98416 1.0851 0.84434 0.60276 0.8402 0.91151 0.91032 0.7523 1.0234 0.7523 0.70108 0.74365 0.75848
0.72892 0.64634 0.59931 0 0.66989 0.66103 0.71951 0.97396 0.66523 0.85967 0.653 0.55343 0.66523 0.75717 0.65263 0.64661 0.6175 0.96119 0.53617 0.58652 0.82734 0.44034 0.70968 0.67068 0.71215 0.83498 0.51959 0.66523 0.5168 0.6441 0.59205 0.82734 0.71951 0.44034 1.0081 0.78587 0.72892 0.6441 0.87877 0.62525 0.65483 0.81468 0.50731 0.54264 0.6441 0.93383 0.55183 0.65483 0.70681 0.53869 0.83498 0.65483 0.55662 0.60166 0.81941 1.0162 0.71951 0.60598 0.50325 0.64634 0.58647 0.80477 0.72592 0.54766 0.75786 0.62012 0.82744 1.0294 0.82665 0.44034 0.70681 1.0436 0.47307 0.51464 0.96756 0.65773 0.80477 0.54305 0.6697 0.518 0.63721 0.5273 0.29228 0.6813 0.65483 0.83807 0.518 0.70081 0.68213 0.95778 0.6602 0.67275 0.70681 0.6782 0.72592 0.60166 0.68858 0.69058 0.80391 0.71215 0.71215 0.64634 0.53884 1.0724 0.62525 0.60686 0.70081 0.70081 0.81941 0.58488 0.54239 0.64634 0.69058 0.72892 0.60166 0.60166 0.60166 1.052 0.675 0.93812 0.78587 0.80391 0.62843 0.60166 0.86546 0.60166 0.52261 0.63047 0.6441 0.81468 0.72592 0.518 0.59435 1.0219 0.66523 0.6441 0.89025 1.0112 0.74825 0.47379 0.74436 0.82744 0.82665 0.64661 0.9268 0.64661 0.57636 0.62883 0.64874
0.77438 0.69175 0.7702 0.66989 0 0.81065 0.77805 0.39272 0.71953 0.89976 0.7406 0.63788 0.71953 0.79853 0.83307 0.71782 0.78933 1.1478 0.65396 0.64925 0.87843 0.75853 0.77963 0.74386 0.76528 0.86637 0.67054 0.71953 0.59786 0.69597 0.66246 0.87843 0.77805 0.75853 1.0462 0.81869 0.77438 0.69597 0.99957 0.69885 0.69589 0.8691 0.64784 0.6855 0.69597 0.98263 0.70846 0.69589 0.77511 0.60276 0.86637 0.69589 0.64326 0.68965 0.86693 1.1037 0.77805 0.68657 0.74531 0.69175 0.67097 0.8419 0.77234 0.78939 0.86119 0.82284 0.87606 1.0528 0.87767 0.75853 0.77511 1.087 0.67982 0.73035 1.0496 0.74097 0.8419 0.71516 0.74421 0.76578 0.7144 0.61273 0.64958 0.75878 0.69589 1.0233 0.76578 0.74632 0.75832 1.0508 0.74041 0.7559 0.77511 0.83981 0.77234 0.68965 0.73161 0.73451 0.83513 0.76528 0.76528 0.69175 0.6625 1.1166 0.6815 0.65809 0.74632 0.74632 0.86693 0.79148 0.7294 0.69175 0.73451 0.77438 0.68965 0.68965 0.68965 1.0929 0.75122 0.99714 0.81869 0.83513 0.73296 0.68965 0.92164 0.68965 0.66093 0.72512 0.69597 0.8691 0.77234 0.76578 0.66273 1.0599 0.71953 0.69597 0.97188 1.0686 0.80783 0.65693 0.80729 0.87606 0.87767 0.71782 1.0251 0.71782 0.76753 0.68728 0.74474
0.85774 0.77426 0.78116 0.66103 0.81065 0 0.87313 1.0815 0.80088 0.97234 0.82199 0.68921 0.80088 0.79902 0.8439 0.80525 0.80354 1.115 0.69666 0.7251 0.95649 0.82837 0.85189 0.8335 0.84812 0.95673 0.73602 0.80088 0.65863 0.76968 0.7633 0.95649 0.87313 0.82837 1.1116 0.90149 0.85774 0.76968 1.0687 0.78095 0.7811 0.9577 0.67023 0.76198 0.76968 1.0482 0.72085 0.7811 0.83699 0.67665 0.95673 0.7811 0.70458 0.73324 0.94551 1.1404 0.87313 0.76892 0.41908 0.77426 0.74829 0.93255 0.85489 0.69455 0.20616 0.81651 0.95431 1.1952 0.94976 0.82837 0.83699 1.1502 0.66224 0.7138 0.96282 0.82702 0.93255 0.71314 0.83268 0.83923 0.77881 0.67479 0.6248 0.85453 0.7811 1.0074 0.83923 0.83478 0.85521 1.161 0.82937 0.8126 0.83699 0.8437 0.85489 0.73324 0.82188 0.82823 0.91944 0.84812 0.84812 0.77426 0.69004 1.176 0.76619 0.73589 0.83478 0.83478 0.94551 0.78079 0.74652 0.77426 0.82823 0.85774 0.73324 0.73324 0.73324 1.1493 0.81401 1.0519 0.90149 0.91944 0.82447 0.73324 0.99802 0.73324 0.66975 0.78004 0.76968 0.9577 0.85489 0.83923 0.76563 1.125 0.80088 0.76968 1.0286 1.1154 0.88872 0.46971 0.88455 0.95431 0.94976 0.80525 1.0721 0.80525 0.76232 0.77518 0.80999
0.82703 0.68424 0.80769 0.71951 0.77805 0.87313 0 1.0756 0.75126 0.96025 0.82632 0.61262 0.75126 0.71965 0.87009 0.72721 0.80842 1.2398 0.65189 0.65087 0.94239 0.78733 0.80657 0.82626 0.81734 0.94147 0.74135 0.75126 0.60154 0.7043 0.74764 0.94239 9.7174e-16 0.78733 1.0973 0.86754 0.82703 0.7043 1.0641 0.73723 0.68977 0.9253 0.45752 0.76165 0.7043 1.036 0.71488 0.68977 0.79843 0.60779 0.94147 0.68977 0.66472 0.64982 0.92041 1.1479 9.9383e-16 0.72755 0.83797 0.68424 0.6678 0.90031 0.83094 0.76645 0.92154 0.88282 0.93963 1.1782 0.93738 0.78733 0.79843 1.1375 0.72406 0.76557 0.94836 0.82944 0.90031 0.7663 0.82676 0.814 0.75063 0.61056 0.69037 0.85281 0.68977 1.0846 0.814 0.79869 0.85222 1.1717 0.82945 0.79907 0.79843 0.9107 0.83094 0.64982 0.78713 0.80353 0.8973 0.81734 0.81734 0.68424 0.6587 1.1865 0.72251 0.65332 0.79869 0.79869 0.92041 0.88192 0.81595 0.68424 0.80353 0.82703 0.64982 0.64982 0.64982 1.1506 0.77952 1.0289 0.86754 0.8973 0.80594 0.64982 0.95937 0.64982 0.62951 0.77237 0.7043 0.9253 0.83094 0.814 0.74909 1.1176 0.75126 0.7043 1.0347 1.1153 0.88227 0.67539 0.8799 0.93963 0.93738 0.72721 1.0853 0.72721 0.85077 0.63391 0.81445
1.0413 1.0543 1.0466 0.97396 0.39272 1.0815 1.0756 0 1.0107 1.1298 1.0037 1.0252 1.0107 1.0582 1.0922 1.0174 1.0676 1.3306 0.98029 1.0227 1.1123 1.0395 1.0548 1.0067 1.0341 1.1196 0.96263 1.0107 0.98466 1.0052 0.95165 1.1123 1.0756 1.0395 1.2504 1.0744 1.0413 1.0052 1.2066 0.9937 1.0536 1.1142 0.98726 0.97282 1.0052 1.1982 1.016 1.0536 1.0547 0.98859 1.1196 1.0536 0.96497 1.0176 1.1112 1.3019 1.0756 0.98437 1.0186 1.0543 0.99053 1.0916 1.0397 1.0457 1.1186 1.0762 1.112 1.248 1.1147 1.0395 1.0547 1.284 0.98315 1.0205 1.2547 1.0025 1.0916 1.0045 1.0069 1.0366 1.0078 0.93174 0.9644 1.0147 1.0536 1.2301 1.0366 1.0212 1.0144 1.2555 1.0018 1.0329 1.0547 1.0843 1.0397 1.0176 1.0091 1.0052 1.0806 1.0341 1.0341 1.0543 0.98897 1.3064 0.98182 1.0244 1.0212 1.0212 1.1112 1.0409 1.0004 1.0543 1.0052 1.0413 1.0176 1.0176 1.0176 1.2886 1.035 1.2199 1.0744 1.0806 1.0023 1.0176 1.1566 1.0176 0.99702 1.01 1.0052 1.1142 1.0397 1.0366 0.95122 1.2584 1.0107 1.0052 1.1857 1.2701 1.055 0.9825 1.0556 1.112 1.1147 1.0174 1.2305 1.0174 1.0235 0.97946 1.0141
0.76534 0.68884 0.76539 0.66523 0.71953 0.80088 0.75126 1.0107 0 0.89613 0.74304 0.63641 8.6525e-16 0.78307 0.82892 0.69712 0.77975 1.1582 0.6325 0.65337 0.87823 0.74954 0.76621 0.74209 0.75649 0.87438 0.66788 1.1107e-15 0.6217 0.67361 0.65825 0.87823 0.75126 0.74954 1.0425 0.80961 0.76534 0.67361 1.0073 0.68508 0.69139 0.86187 0.62449 0.68637 0.67361 0.97912 0.69434 0.69139 0.76031 0.63127 0.87438 0.69139 0.62552 0.65891 0.85914 1.1028 0.75126 0.67346 0.7507 0.68884 0.647 0.83317 0.76316 0.7976 0.84905 0.82732 0.87186 1.0505 0.87356 0.74954 0.76031 1.0838 0.67804 0.7268 1.0416 0.74364 0.83317 0.71382 0.74261 0.75792 0.70198 0.59721 0.57521 0.75921 0.69139 1.0314 0.75792 0.73622 0.75858 1.0512 0.74289 0.74782 0.76031 0.84609 0.76316 0.65891 0.72204 0.72809 0.82985 0.75649 0.75649 0.68884 0.64406 1.1156 0.66813 0.65384 0.73622 0.73622 0.85914 0.80361 0.73588 0.68884 0.72809 0.76534 0.65891 0.65891 0.65891 1.0904 0.73804 0.98878 0.80961 0.82985 0.73414 0.65891 0.91369 0.65891 0.63607 0.71781 0.67361 0.86187 0.76316 0.75792 0.6586 1.0582 1.017e-15 0.67361 0.97204 1.0668 0.80613 0.64101 0.8055 0.87186 0.87356 0.69712 1.0259 0.69712 0.7732 0.67151 0.74231
0.93397 0.91509 0.93482 0.85967 0.89976 0.97234 0.96025 1.1298 0.89613 0 0.89518 0.88054 0.89613 0.96135 0.98774 0.90256 0.95594 1.2497 0.85473 0.88518 1.0159 0.92709 0.94568 0.90032 0.9261 1.0155 0.84473 0.89613 0.86492 0.88538 0.49809 1.0159 0.96025 0.92709 1.1654 0.97109 0.93397 0.88538 1.2047 0.87755 0.91651 1.014 0.85405 0.95493 0.88538 1.1085 0.89337 0.91651 0.96416 0.87519 1.0155 0.91651 0.8389 0.89242 1.0119 1.2176 0.96025 0.86675 0.90724 0.91509 0.86835 0.99041 0.93238 0.94086 1.0157 0.96954 1.0155 1.1657 1.017 0.92709 0.96416 1.2017 0.86 0.90382 1.1781 0.89472 0.99041 0.88651 0.90055 0.92685 0.89025 0.81084 0.83768 0.99845 0.91651 1.1405 0.92685 0.91158 0.99815 1.1685 0.89411 0.9201 0.96416 0.98556 0.93238 0.89242 0.8971 0.89591 0.98026 0.9261 0.9261 0.91509 0.48887 1.2262 0.86644 0.88725 0.91158 0.91158 1.0119 0.95422 0.94091 0.91509 0.89591 0.93397 0.89242 0.89242 0.89242 1.2064 0.92167 1.1292 0.97109 0.98026 0.60135 0.89242 1.0611 0.89242 0.8663 0.89419 0.88538 1.014 0.93238 0.92685 0.4979 1.1749 0.89613 0.88538 1.0925 1.1852 0.95375 0.85591 0.9538 1.0155 1.017 0.90256 1.1219 0.90256 0.91846 0.86877 0.90449
